YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2014/12,Medical False Alarm,Bronx,45,05:00
2014/12,Medical False Alarm,Staten Island,11,04:37
2014/12,Medical False Alarm,Brooklyn,87,03:59
2014/12,Medical False Alarm,Queens,50,05:18
2014/12,NonMedical Emergencies,Citywide,17657,05:08
2014/12,NonMedical Emergencies,Manhattan,4848,05:24
2014/12,NonMedical Emergencies,Bronx,3791,05:19
2014/12,NonMedical Emergencies,Staten Island,754,05:01
2014/12,NonMedical Emergencies,Brooklyn,4972,04:37
2014/12,NonMedical Emergencies,Queens,3292,05:22
2014/12,NonStructural Fires,Citywide,715,04:19
2014/12,NonStructural Fires,Manhattan,179,04:28
2014/12,NonStructural Fires,Bronx,115,04:43
2014/12,NonStructural Fires,Staten Island,42,04:17
2014/12,NonStructural Fires,Brooklyn,215,03:41
2014/12,NonStructural Fires,Queens,164,04:43
2014/12,Structural Fires,Citywide,2494,04:11
2014/12,Structural Fires,Manhattan,526,04:15
2014/12,Structural Fires,Bronx,606,04:20
2014/12,Structural Fires,Staten Island,135,04:39
2014/12,Structural Fires,Brooklyn,737,03:42
2014/12,Structural Fires,Queens,490,04:33
2015/01,All Fire/Emergency Incidents,Citywide,46482,04:55
2015/01,All Fire/Emergency Incidents,Manhattan,12517,05:04
2015/01,All Fire/Emergency Incidents,Bronx,9230,05:09
2015/01,All Fire/Emergency Incidents,Staten Island,2390,05:05
2015/01,All Fire/Emergency Incidents,Brooklyn,13104,04:24
2015/01,All Fire/Emergency Incidents,Queens,9241,05:12
2015/01,False Alarm,Citywide,1360,04:47
2015/01,False Alarm,Manhattan,335,04:51
2015/01,False Alarm,Bronx,267,05:03
2015/01,False Alarm,Staten Island,102,04:53
2015/01,False Alarm,Brooklyn,380,04:21
2015/01,False Alarm,Queens,276,04:58
2015/01,Medical Emergencies,Citywide,20068,04:35
2015/01,Medical Emergencies,Manhattan,5170,04:48
2015/01,Medical Emergencies,Bronx,4080,04:49
2015/01,Medical Emergencies,Staten Island,962,04:44
2015/01,Medical Emergencies,Brooklyn,5680,04:09
2015/01,Medical Emergencies,Queens,4176,04:44
2015/01,Medical False Alarm,Citywide,207,04:21
2015/01,Medical False Alarm,Manhattan,47,04:39
2015/01,Medical False Alarm,Bronx,32,04:48
2015/01,Medical False Alarm,Staten Island,7,03:46
2015/01,Medical False Alarm,Brooklyn,74,04:12
2015/01,Medical False Alarm,Queens,47,04:06
2015/01,NonMedical Emergencies,Citywide,20840,05:18
2015/01,NonMedical Emergencies,Manhattan,5975,05:20
2015/01,NonMedical Emergencies,Bronx,4142,05:34
2015/01,NonMedical Emergencies,Staten Island,1157,05:29
2015/01,NonMedical Emergencies,Brooklyn,5628,04:46
2015/01,NonMedical Emergencies,Queens,3938,05:44
2015/01,NonStructural Fires,Citywide,1637,04:22
2015/01,NonStructural Fires,Manhattan,401,04:38
2015/01,NonStructural Fires,Bronx,171,04:26
2015/01,NonStructural Fires,Staten Island,47,04:28
2015/01,NonStructural Fires,Brooklyn,634,03:59
2015/01,NonStructural Fires,Queens,384,04:41
2015/01,Structural Fires,Citywide,2370,04:07
2015/01,Structural Fires,Manhattan,589,04:21
2015/01,Structural Fires,Bronx,538,04:15
2015/01,Structural Fires,Staten Island,115,04:09
2015/01,Structural Fires,Brooklyn,708,03:36
2015/01,Structural Fires,Queens,420,04:31
2015/02,All Fire/Emergency Incidents,Citywide,47056,05:16
2015/02,All Fire/Emergency Incidents,Manhattan,12327,05:23
2015/02,All Fire/Emergency Incidents,Bronx,8881,05:31
2015/02,All Fire/Emergency Incidents,Staten Island,2442,05:28
2015/02,All Fire/Emergency Incidents,Brooklyn,13709,04:46
2015/02,All Fire/Emergency Incidents,Queens,9697,05:32
2015/02,False Alarm,Citywide,1347,05:01
2015/02,False Alarm,Manhattan,273,05:09
2015/02,False Alarm,Bronx,286,04:53
2015/02,False Alarm,Staten Island,129,05:01
2015/02,False Alarm,Brooklyn,386,04:35
2015/02,False Alarm,Queens,273,05:39
2015/02,Medical Emergencies,Citywide,17420,04:43
2015/02,Medical Emergencies,Manhattan,4451,04:56
2015/02,Medical Emergencies,Bronx,3417,05:01
2015/02,Medical Emergencies,Staten Island,910,04:48
2015/02,Medical Emergencies,Brooklyn,5056,04:17
2015/02,Medical Emergencies,Queens,3586,04:50
2015/02,Medical False Alarm,Citywide,194,04:41
2015/02,Medical False Alarm,Manhattan,51,04:44
2015/02,Medical False Alarm,Bronx,41,05:10
2015/02,Medical False Alarm,Staten Island,3,04:36
2015/02,Medical False Alarm,Brooklyn,58,04:01
2015/02,Medical False Alarm,Queens,41,05:00
2015/02,NonMedical Emergencies,Citywide,23145,05:45
2015/02,NonMedical Emergencies,Manhattan,6361,05:43
2015/02,NonMedical Emergencies,Bronx,4414,06:00
2015/02,NonMedical Emergencies,Staten Island,1274,06:00
2015/02,NonMedical Emergencies,Brooklyn,6374,05:18
2015/02,NonMedical Emergencies,Queens,4722,06:06
2015/02,NonStructural Fires,Citywide,2650,04:36
2015/02,NonStructural Fires,Manhattan,618,04:53
2015/02,NonStructural Fires,Bronx,234,04:45
2015/02,NonStructural Fires,Staten Island,23,04:07
2015/02,NonStructural Fires,Brooklyn,1109,04:10
2015/02,NonStructural Fires,Queens,666,05:03
2015/02,Structural Fires,Citywide,2300,04:20
2015/02,Structural Fires,Manhattan,573,04:35
2015/02,Structural Fires,Bronx,489,04:25
2015/02,Structural Fires,Staten Island,103,04:36
2015/02,Structural Fires,Brooklyn,726,03:57
2015/02,Structural Fires,Queens,409,04:29
2015/03,All Fire/Emergency Incidents,Citywide,47294,04:59
2015/03,All Fire/Emergency Incidents,Manhattan,12651,05:13
2015/03,All Fire/Emergency Incidents,Bronx,9250,05:12
2015/03,All Fire/Emergency Incidents,Staten Island,2351,05:02
2015/03,All Fire/Emergency Incidents,Brooklyn,13488,04:26
2015/03,All Fire/Emergency Incidents,Queens,9554,05:14
2015/03,False Alarm,Citywide,1584,04:49
2015/03,False Alarm,Manhattan,330,05:17
2015/03,False Alarm,Bronx,340,04:44
2015/03,False Alarm,Staten Island,115,05:01
2015/03,False Alarm,Brooklyn,487,04:20
2015/03,False Alarm,Queens,312,05:04
2015/03,Medical Emergencies,Citywide,19809,04:37
2015/03,Medical Emergencies,Manhattan,5100,04:48
2015/03,Medical Emergencies,Bronx,3951,04:55
2015/03,Medical Emergencies,Staten Island,980,04:47
2015/03,Medical Emergencies,Brooklyn,5638,04:09
2015/03,Medical Emergencies,Queens,4140,04:45
2015/03,Medical False Alarm,Citywide,221,04:29
2015/03,Medical False Alarm,Manhattan,42,04:35
2015/03,Medical False Alarm,Bronx,30,04:40
2015/03,Medical False Alarm,Staten Island,17,04:18
2015/03,Medical False Alarm,Brooklyn,78,04:17
2015/03,Medical False Alarm,Queens,54,04:38
2015/03,NonMedical Emergencies,Citywide,20908,05:23
2015/03,NonMedical Emergencies,Manhattan,6052,05:32
2015/03,NonMedical Emergencies,Bronx,4104,05:36
2015/03,NonMedical Emergencies,Staten Island,1076,05:17
2015/03,NonMedical Emergencies,Brooklyn,5588,04:49
2015/03,NonMedical Emergencies,Queens,4088,05:45
2015/03,NonStructural Fires,Citywide,2354,04:32
2015/03,NonStructural Fires,Manhattan,575,04:54
2015/03,NonStructural Fires,Bronx,308,04:41
2015/03,NonStructural Fires,Staten Island,47,04:48
2015/03,NonStructural Fires,Brooklyn,900,04:05
2015/03,NonStructural Fires,Queens,524,04:48
2015/03,Structural Fires,Citywide,2418,04:13
2015/03,Structural Fires,Manhattan,552,04:30
2015/03,Structural Fires,Bronx,517,04:19
2015/03,Structural Fires,Staten Island,116,04:30
2015/03,Structural Fires,Brooklyn,797,03:41
2015/03,Structural Fires,Queens,436,04:40
2015/04,All Fire/Emergency Incidents,Citywide,46952,04:46
2015/04,All Fire/Emergency Incidents,Manhattan,13218,05:03
2015/04,All Fire/Emergency Incidents,Bronx,9094,05:00
2015/04,All Fire/Emergency Incidents,Staten Island,2171,04:45
2015/04,All Fire/Emergency Incidents,Brooklyn,13202,04:13
2015/04,All Fire/Emergency Incidents,Queens,9267,04:57
2015/04,False Alarm,Citywide,1724,04:36
2015/04,False Alarm,Manhattan,390,05:01
2015/04,False Alarm,Bronx,395,04:40
2015/04,False Alarm,Staten Island,105,04:22
2015/04,False Alarm,Brooklyn,419,04:05
2015/04,False Alarm,Queens,415,04:44
2015/04,Medical Emergencies,Citywide,21066,04:28
2015/04,Medical Emergencies,Manhattan,6032,04:44
2015/04,Medical Emergencies,Bronx,4008,04:41
2015/04,Medical Emergencies,Staten Island,977,04:41
2015/04,Medical Emergencies,Brooklyn,5883,04:00
2015/04,Medical Emergencies,Queens,4166,04:32
2015/04,Medical False Alarm,Citywide,238,04:29
2015/04,Medical False Alarm,Manhattan,58,04:30
2015/04,Medical False Alarm,Bronx,32,04:37
2015/04,Medical False Alarm,Staten Island,12,04:54
2015/04,Medical False Alarm,Brooklyn,70,04:03
2015/04,Medical False Alarm,Queens,66,04:46
2015/04,NonMedical Emergencies,Citywide,19931,05:07
2015/04,NonMedical Emergencies,Manhattan,5900,05:20
2015/04,NonMedical Emergencies,Bronx,3904,05:24
2015/04,NonMedical Emergencies,Staten Island,849,04:54
2015/04,NonMedical Emergencies,Brooklyn,5467,04:31
2015/04,NonMedical Emergencies,Queens,3811,05:25
2015/04,NonStructural Fires,Citywide,1555,04:25
2015/04,NonStructural Fires,Manhattan,350,04:43
2015/04,NonStructural Fires,Bronx,198,04:34
2015/04,NonStructural Fires,Staten Island,101,04:17
2015/04,NonStructural Fires,Brooklyn,575,03:50
2015/04,NonStructural Fires,Queens,331,04:49
2015/04,Structural Fires,Citywide,2438,04:08
2015/04,Structural Fires,Manhattan,488,04:16
2015/04,Structural Fires,Bronx,557,04:19
2015/04,Structural Fires,Staten Island,127,04:42
2015/04,Structural Fires,Brooklyn,788,03:39
2015/04,Structural Fires,Queens,478,04:23
2015/05,All Fire/Emergency Incidents,Citywide,49825,04:47
2015/05,All Fire/Emergency Incidents,Manhattan,13610,05:01
2015/05,All Fire/Emergency Incidents,Bronx,9984,05:00
2015/05,All Fire/Emergency Incidents,Staten Island,2514,04:48
2015/05,All Fire/Emergency Incidents,Brooklyn,13971,04:16
2015/05,All Fire/Emergency Incidents,Queens,9746,04:58
2015/05,False Alarm,Citywide,1952,04:47
2015/05,False Alarm,Manhattan,360,04:53
2015/05,False Alarm,Bronx,481,04:54
2015/05,False Alarm,Staten Island,151,04:48
2015/05,False Alarm,Brooklyn,527,04:27
2015/05,False Alarm,Queens,433,04:58
2015/05,Medical Emergencies,Citywide,23841,04:25
2015/05,Medical Emergencies,Manhattan,6476,04:38
2015/05,Medical Emergencies,Bronx,4670,04:40
2015/05,Medical Emergencies,Staten Island,1137,04:26
2015/05,Medical Emergencies,Brooklyn,6927,03:59
2015/05,Medical Emergencies,Queens,4631,04:33
2015/05,Medical False Alarm,Citywide,323,04:32
2015/05,Medical False Alarm,Manhattan,74,04:35
2015/05,Medical False Alarm,Bronx,71,05:08
2015/05,Medical False Alarm,Staten Island,6,03:44
2015/05,Medical False Alarm,Brooklyn,106,03:51
2015/05,Medical False Alarm,Queens,66,05:02
2015/05,NonMedical Emergencies,Citywide,19586,05:12
2015/05,NonMedical Emergencies,Manhattan,5812,05:24
2015/05,NonMedical Emergencies,Bronx,3872,05:26
2015/05,NonMedical Emergencies,Staten Island,985,05:08
2015/05,NonMedical Emergencies,Brooklyn,5204,04:40
2015/05,NonMedical Emergencies,Queens,3713,05:25
2015/05,NonStructural Fires,Citywide,1768,04:42
2015/05,NonStructural Fires,Manhattan,389,04:51
2015/05,NonStructural Fires,Bronx,341,04:58
2015/05,NonStructural Fires,Staten Island,111,05:20
2015/05,NonStructural Fires,Brooklyn,499,03:59
2015/05,NonStructural Fires,Queens,428,04:58
2015/05,Structural Fires,Citywide,2355,04:09
2015/05,Structural Fires,Manhattan,499,04:13
2015/05,Structural Fires,Bronx,549,04:18
2015/05,Structural Fires,Staten Island,124,04:34
2015/05,Structural Fires,Brooklyn,708,03:38
2015/05,Structural Fires,Queens,475,04:36
2015/06,All Fire/Emergency Incidents,Citywide,49227,04:48
2015/06,All Fire/Emergency Incidents,Manhattan,13715,05:04
2015/06,All Fire/Emergency Incidents,Bronx,9841,05:03
2015/06,All Fire/Emergency Incidents,Staten Island,2342,04:47
2015/06,All Fire/Emergency Incidents,Brooklyn,13771,04:19
2015/06,All Fire/Emergency Incidents,Queens,9558,04:55
2015/06,False Alarm,Citywide,1909,04:40
2015/06,False Alarm,Manhattan,297,04:57
2015/06,False Alarm,Bronx,573,04:43
2015/06,False Alarm,Staten Island,153,04:39
2015/06,False Alarm,Brooklyn,527,04:23
2015/06,False Alarm,Queens,359,04:50
2015/06,Medical Emergencies,Citywide,23922,04:25
2015/06,Medical Emergencies,Manhattan,6735,04:41
2015/06,Medical Emergencies,Bronx,4640,04:36
2015/06,Medical Emergencies,Staten Island,1044,04:33
2015/06,Medical Emergencies,Brooklyn,6872,03:58
2015/06,Medical Emergencies,Queens,4631,04:32
2015/06,Medical False Alarm,Citywide,307,04:21
2015/06,Medical False Alarm,Manhattan,66,04:30
2015/06,Medical False Alarm,Bronx,63,05:02
2015/06,Medical False Alarm,Staten Island,15,04:10
2015/06,Medical False Alarm,Brooklyn,98,03:53
2015/06,Medical False Alarm,Queens,65,04:16
2015/06,NonMedical Emergencies,Citywide,19915,05:14
2015/06,NonMedical Emergencies,Manhattan,5844,05:26
2015/06,NonMedical Emergencies,Bronx,4003,05:32
2015/06,NonMedical Emergencies,Staten Island,948,05:04
2015/06,NonMedical Emergencies,Brooklyn,5298,04:45
2015/06,NonMedical Emergencies,Queens,3822,05:21
2015/06,NonStructural Fires,Citywide,1143,04:28
2015/06,NonStructural Fires,Manhattan,302,05:00
2015/06,NonStructural Fires,Bronx,149,04:31
2015/06,NonStructural Fires,Staten Island,78,04:28
2015/06,NonStructural Fires,Brooklyn,367,03:57
2015/06,NonStructural Fires,Queens,247,04:36
2015/06,Structural Fires,Citywide,2031,04:14
2015/06,Structural Fires,Manhattan,471,04:18
2015/06,Structural Fires,Bronx,413,04:20
2015/06,Structural Fires,Staten Island,104,04:33
2015/06,Structural Fires,Brooklyn,609,03:45
2015/06,Structural Fires,Queens,434,04:40
2015/07,All Fire/Emergency Incidents,Citywide,52758,04:49
2015/07,All Fire/Emergency Incidents,Manhattan,14865,05:06
2015/07,All Fire/Emergency Incidents,Bronx,10897,05:02
2015/07,All Fire/Emergency Incidents,Staten Island,2427,04:53
2015/07,All Fire/Emergency Incidents,Brooklyn,14433,04:19
2015/07,All Fire/Emergency Incidents,Queens,10136,04:55
2015/07,False Alarm,Citywide,2121,04:40
2015/07,False Alarm,Manhattan,433,05:08
2015/07,False Alarm,Bronx,553,04:39
2015/07,False Alarm,Staten Island,153,04:33
2015/07,False Alarm,Brooklyn,554,04:17
2015/07,False Alarm,Queens,428,04:45
2015/07,Medical Emergencies,Citywide,25724,04:28
2015/07,Medical Emergencies,Manhattan,7347,04:47
2015/07,Medical Emergencies,Bronx,5135,04:38
2015/07,Medical Emergencies,Staten Island,1089,04:40
2015/07,Medical Emergencies,Brooklyn,7130,04:00
2015/07,Medical Emergencies,Queens,5023,04:32
2015/07,Medical False Alarm,Citywide,330,04:26
2015/07,Medical False Alarm,Manhattan,88,04:41
2015/07,Medical False Alarm,Bronx,63,04:37
2015/07,Medical False Alarm,Staten Island,10,04:31
2015/07,Medical False Alarm,Brooklyn,91,03:53
2015/07,Medical False Alarm,Queens,78,04:41
2015/07,NonMedical Emergencies,Citywide,21296,05:13
2015/07,NonMedical Emergencies,Manhattan,6159,05:23
2015/07,NonMedical Emergencies,Bronx,4551,05:30
2015/07,NonMedical Emergencies,Staten Island,993,05:08
2015/07,NonMedical Emergencies,Brooklyn,5618,04:45
2015/07,NonMedical Emergencies,Queens,3975,05:21
2015/07,NonStructural Fires,Citywide,1363,04:35
2015/07,NonStructural Fires,Manhattan,372,05:19
2015/07,NonStructural Fires,Bronx,228,04:47
2015/07,NonStructural Fires,Staten Island,79,05:04
2015/07,NonStructural Fires,Brooklyn,395,03:50
2015/07,NonStructural Fires,Queens,289,04:29
2015/07,Structural Fires,Citywide,1924,04:09
2015/07,Structural Fires,Manhattan,466,04:19
2015/07,Structural Fires,Bronx,367,04:17
2015/07,Structural Fires,Staten Island,103,04:40
2015/07,Structural Fires,Brooklyn,645,03:41
2015/07,Structural Fires,Queens,343,04:31
2015/08,All Fire/Emergency Incidents,Citywide,51033,04:46
2015/08,All Fire/Emergency Incidents,Manhattan,14519,05:04
2015/08,All Fire/Emergency Incidents,Bronx,10316,05:01
2015/08,All Fire/Emergency Incidents,Staten Island,2424,04:49
2015/08,All Fire/Emergency Incidents,Brooklyn,14037,04:13
2015/08,All Fire/Emergency Incidents,Queens,9737,04:54
2015/08,False Alarm,Citywide,2120,04:37
2015/08,False Alarm,Manhattan,416,05:10
2015/08,False Alarm,Bronx,499,04:43
2015/08,False Alarm,Staten Island,165,04:35
2015/08,False Alarm,Brooklyn,602,04:08
2015/08,False Alarm,Queens,438,04:38
2015/08,Medical Emergencies,Citywide,25311,04:27
2015/08,Medical Emergencies,Manhattan,7288,04:47
2015/08,Medical Emergencies,Bronx,4941,04:37
2015/08,Medical Emergencies,Staten Island,1074,04:40
2015/08,Medical Emergencies,Brooklyn,7228,03:57
2015/08,Medical Emergencies,Queens,4780,04:35
2015/08,Medical False Alarm,Citywide,366,04:27
2015/08,Medical False Alarm,Manhattan,78,04:37
2015/08,Medical False Alarm,Bronx,77,04:56
2015/08,Medical False Alarm,Staten Island,20,04:43
2015/08,Medical False Alarm,Brooklyn,124,04:00
2015/08,Medical False Alarm,Queens,67,04:28
2015/08,NonMedical Emergencies,Citywide,19929,05:11
2015/08,NonMedical Emergencies,Manhattan,5949,05:23
2015/08,NonMedical Emergencies,Bronx,4170,05:29
2015/08,NonMedical Emergencies,Staten Island,978,05:02
2015/08,NonMedical Emergencies,Brooklyn,5052,04:37
2015/08,NonMedical Emergencies,Queens,3780,05:19
2015/08,NonStructural Fires,Citywide,1330,04:21
2015/08,NonStructural Fires,Manhattan,329,04:23
2015/08,NonStructural Fires,Bronx,212,04:47
2015/08,NonStructural Fires,Staten Island,81,04:35
2015/08,NonStructural Fires,Brooklyn,417,03:54
2015/08,NonStructural Fires,Queens,291,04:34
2015/08,Structural Fires,Citywide,1977,04:06
2015/08,Structural Fires,Manhattan,459,04:14
2015/08,Structural Fires,Bronx,417,04:13
2015/08,Structural Fires,Staten Island,106,04:33
2015/08,Structural Fires,Brooklyn,614,03:34
2015/08,Structural Fires,Queens,381,04:33
2015/09,All Fire/Emergency Incidents,Citywide,48331,04:48
2015/09,All Fire/Emergency Incidents,Manhattan,13604,05:08
2015/09,All Fire/Emergency Incidents,Bronx,9552,05:01
2015/09,All Fire/Emergency Incidents,Staten Island,2348,04:54
2015/09,All Fire/Emergency Incidents,Brooklyn,13646,04:14
2015/09,All Fire/Emergency Incidents,Queens,9181,04:58
2015/09,False Alarm,Citywide,1873,04:39
2015/09,False Alarm,Manhattan,349,04:57
2015/09,False Alarm,Bronx,386,04:41
2015/09,False Alarm,Staten Island,158,04:39
2015/09,False Alarm,Brooklyn,575,04:21
2015/09,False Alarm,Queens,405,04:45
2015/09,Medical Emergencies,Citywide,23372,04:29
2015/09,Medical Emergencies,Manhattan,6715,04:48
2015/09,Medical Emergencies,Bronx,4500,04:42
2015/09,Medical Emergencies,Staten Island,1049,04:34
2015/09,Medical Emergencies,Brooklyn,6730,04:01
2015/09,Medical Emergencies,Queens,4378,04:34
2015/09,Medical False Alarm,Citywide,276,04:33
2015/09,Medical False Alarm,Manhattan,75,04:44
2015/09,Medical False Alarm,Bronx,59,04:58
2015/09,Medical False Alarm,Staten Island,3,06:38
2015/09,Medical False Alarm,Brooklyn,83,04:00
2015/09,Medical False Alarm,Queens,56,04:35
2015/09,NonMedical Emergencies,Citywide,19452,05:11
2015/09,NonMedical Emergencies,Manhattan,5652,05:29
2015/09,NonMedical Emergencies,Bronx,3976,05:23
2015/09,NonMedical Emergencies,Staten Island,918,05:21
2015/09,NonMedical Emergencies,Brooklyn,5236,04:32
2015/09,NonMedical Emergencies,Queens,3670,05:24
2015/09,NonStructural Fires,Citywide,1321,04:29
2015/09,NonStructural Fires,Manhattan,356,04:55
2015/09,NonStructural Fires,Bronx,222,04:47
2015/09,NonStructural Fires,Staten Island,86,04:43
2015/09,NonStructural Fires,Brooklyn,396,03:43
2015/09,NonStructural Fires,Queens,261,04:44
2015/09,Structural Fires,Citywide,2037,04:08
2015/09,Structural Fires,Manhattan,457,04:13
2015/09,Structural Fires,Bronx,409,04:17
2015/09,Structural Fires,Staten Island,134,04:25
2015/09,Structural Fires,Brooklyn,626,03:39
2015/09,Structural Fires,Queens,411,04:34
2015/10,All Fire/Emergency Incidents,Citywide,50735,04:52
2015/10,All Fire/Emergency Incidents,Manhattan,14134,05:16
2015/10,All Fire/Emergency Incidents,Bronx,9870,05:01
2015/10,All Fire/Emergency Incidents,Staten Island,2345,04:49
2015/10,All Fire/Emergency Incidents,Brooklyn,14575,04:19
2015/10,All Fire/Emergency Incidents,Queens,9811,05:03
2015/10,False Alarm,Citywide,1758,04:44
2015/10,False Alarm,Manhattan,348,05:08
2015/10,False Alarm,Bronx,344,04:56
2015/10,False Alarm,Staten Island,170,04:39
2015/10,False Alarm,Brooklyn,546,04:19
2015/10,False Alarm,Queens,350,04:47
